scientific_name,city,state,count,mean
Acoelorrhaphe wrightii,Cape Coral,Florida,0,
Acoelorrhaphe wrightii,Los Angeles,California,0,
Acoelorrhaphe wrightii,Orlando,Florida,0,
Acrocarpus fraxinifolius,Rancho Cucamonga,California,0,
Adenanthera pavonina,Miami,Florida,0,
Adonidia merrillii,Cape Coral,Florida,0,
Adonidia merrillii,Miami,Florida,0,
Adonidia merrillii,Orlando,Florida,0,
Adriana quadripartita,Miami,Florida,0,
Aesculus,Anaheim,California,0,
Aesculus,Aurora,Colorado,0,
Aesculus,Colorado Springs,Colorado,0,
Aesculus,Columbus,Ohio,0,
Aesculus,Indianapolis,Indiana,0,
Aesculus,Madison,Wisconsin,0,
Aesculus,Minneapolis,Minnesota,0,
Aesculus,New Berlin,Wisconsin,0,
Aesculus,Portland,Oregon,0,
Aesculus,Rochester,New York,0,
Aesculus,San Francisco,California,0,
Aesculus,St. Louis,Missouri,0,
Aesculus L.,Denver,Colorado,0,
Aesculus Octandra,Atlanta,Georgia,0,
Aesculus Octandra,Buffalo,New York,0,
Aesculus Octandra,Denver,Colorado,0,
Aesculus Octandra,Detroit,Michigan,0,
Aesculus Octandra,Louisville,Kentucky,0,
Aesculus arnoldiana,Louisville,Kentucky,0,
Aesculus arnoldiana,Minneapolis,Minnesota,0,
Aesculus californica,Anaheim,California,0,
Aesculus californica,Los Angeles,California,0,
Aesculus californica,Oakland,California,0,
Aesculus californica,San Francisco,California,0,
Aesculus californica,Stockton,California,0,
Aesculus carnea,Buffalo,New York,0,
Aesculus carnea,Columbus,Ohio,0,
Aesculus carnea,Denver,Colorado,0,
Aesculus carnea,Detroit,Michigan,0,
Aesculus carnea,Grand Rapids,Michigan,0,
Aesculus carnea,Los Angeles,California,0,
Aesculus carnea,Louisville,Kentucky,0,
Aesculus carnea,New York,New York,0,
Aesculus carnea,Oakland,California,0,
Aesculus carnea,Overland Park,Kansas,0,
Aesculus carnea,Rochester,New York,0,
Aesculus carnea,Sacramento,California,0,
Aesculus carnea,San Francisco,California,0,
Aesculus carnea,Seattle,Washington,0,
Aesculus carnea,Stockton,California,0,
Aesculus carnea,Washington DC,District of Columbia,0,
Aesculus flava,Atlanta,Georgia,0,
Aesculus flava,Colorado Springs,Colorado,0,
Aesculus flava,Columbus,Ohio,0,
Aesculus flava,Decatur,Georgia,0,
Aesculus flava,Knoxville,Tennessee,0,
Aesculus flava,Louisville,Kentucky,0,
Aesculus flava,Seattle,Washington,0,
Aesculus flava,Washington DC,District of Columbia,0,
Aesculus glabra,Atlanta,Georgia,0,
Aesculus glabra,Aurora,Colorado,0,
Aesculus glabra,Baxter,Iowa,0,
Aesculus glabra,Buffalo,New York,0,
Aesculus glabra,Carlisle,Iowa,0,
Aesculus glabra,Colorado Springs,Colorado,0,
Aesculus glabra,Columbus,Ohio,0,
Aesculus glabra,Dallas Center,Iowa,0,
Aesculus glabra,Denver,Colorado,0,
Aesculus glabra,Fox Point,Wisconsin,0,
Aesculus glabra,Grand Rapids,Michigan,0,
Aesculus glabra,Granger,Iowa,0,
Aesculus glabra,Greensboro,North Carolina,0,
Aesculus glabra,Indianapolis,Indiana,0,
Aesculus glabra,Louisville,Kentucky,0,
Aesculus glabra,Madison,Wisconsin,0,
Aesculus glabra,Milwaukee,Wisconsin,0,
Aesculus glabra,Minneapolis,Minnesota,0,
Aesculus glabra,Monroe,Iowa,0,
Aesculus glabra,New Berlin,Wisconsin,0,
Aesculus glabra,New York,New York,0,
Aesculus glabra,Newton,Iowa,0,
Aesculus glabra,Oak Creek,Wisconsin,0,
Aesculus glabra,Overland Park,Kansas,0,
Aesculus glabra,Pleasant Hill,Iowa,0,
Aesculus glabra,Rochester,New York,0,
Aesculus glabra,St. Louis,Missouri,0,
Aesculus glabra,Watertown,Wisconsin,0,
Aesculus glabra,Wauwatosa,Wisconsin,0,
Aesculus glabra,West Allis,Wisconsin,0,
Aesculus hippocastanum,Boston,Massachusetts,0,
Aesculus hippocastanum,Buffalo,New York,0,
Aesculus hippocastanum,Columbus,Ohio,0,
Aesculus hippocastanum,Denver,Colorado,0,
Aesculus hippocastanum,Detroit,Michigan,0,
Aesculus hippocastanum,Fox Point,Wisconsin,0,
Aesculus hippocastanum,Glendale,Wisconsin,0,
Aesculus hippocastanum,Grand Rapids,Michigan,0,
Aesculus hippocastanum,Greendale,Wisconsin,0,
Aesculus hippocastanum,Greensboro,North Carolina,0,
Aesculus hippocastanum,Hales Corners,Wisconsin,0,
Aesculus hippocastanum,Indianapolis,Indiana,0,
Aesculus hippocastanum,Knoxville,Tennessee,0,
Aesculus hippocastanum,Louisville,Kentucky,0,
Aesculus hippocastanum,Milwaukee,Wisconsin,0,
Aesculus hippocastanum,Minneapolis,Minnesota,0,
Aesculus hippocastanum,New York,New York,0,
Aesculus hippocastanum,Providence,Rhode Island,0,
Aesculus hippocastanum,San Francisco,California,0,
Aesculus hippocastanum,Seattle,Washington,0,
Aesculus hippocastanum,Shorewood,Wisconsin,0,
Aesculus hippocastanum,Stockton,California,0,
Aesculus hippocastanum,Washington DC,District of Columbia,0,
Aesculus hippocastanum,Watertown,Wisconsin,0,
Aesculus hippocastanum,Wauwatosa,Wisconsin,0,
Aesculus hippocastanum,West Allis,Wisconsin,0,
Aesculus hippocastanum,Worcester,Massachusetts,0,
Aesculus parviflora,Atlanta,Georgia,0,
Aesculus parviflora,Columbus,Ohio,0,
Aesculus parviflora,Dunwoody,Georgia,0,
Aesculus parviflora,Greensboro,North Carolina,0,
Aesculus pavia,Atlanta,Georgia,0,
Aesculus pavia,AvondaleEstates,Georgia,0,
Aesculus pavia,Buffalo,New York,0,
Aesculus pavia,Columbus,Ohio,0,
Aesculus pavia,Decatur,Georgia,0,
Aesculus pavia,Houston,Texas,0,
Aesculus pavia,Louisville,Kentucky,0,
Aesculus pavia,New Orleans,Louisiana,0,
Aesculus pavia,Unincorporated,Georgia,0,
Aesculus pavia,Washington DC,District of Columbia,0,
Aesculus sylvatica,Decatur,Georgia,0,
Aesculus sylvatica,Greensboro,North Carolina,0,
Aesculus xcarnea,Atlanta,Georgia,0,
Aesculus xcarnea,Decatur,Georgia,0,
African Crioceridae,Rancho Cucamonga,California,0,
Afrocarpus,Anaheim,California,0,
Afrocarpus gracilior,Anaheim,California,0,
Afrocarpus gracilior,Honolulu,Hawaii,0,
Afrocarpus gracilior,New Orleans,Louisiana,0,
Afrocarpus gracilior,Rancho Cucamonga,California,0,
Afrocarpus gracilior,San Francisco,California,0,
Agarista populifolia,Greensboro,North Carolina,0,
Agathis robusta,Los Angeles,California,0,
Agave,Oakland,California,0,
Agonis flexuosa,Anaheim,California,0,
Agonis flexuosa,Irvine,California,0,
Agonis flexuosa,Los Angeles,California,0,
Agonis flexuosa,Oakland,California,0,
Agonis flexuosa,Ontario,California,0,
Agonis flexuosa,Rancho Cucamonga,California,0,
Agonis flexuosa,San Diego,California,0,
Agonis flexuosa,San Francisco,California,0,
Agonis juniperina,Los Angeles,California,0,
Ailanthus altissima,Anaheim,California,0,
Ailanthus altissima,Arlington,Texas,0,
Ailanthus altissima,Aurora,Colorado,0,
Ailanthus altissima,Boston,Massachusetts,0,
Ailanthus altissima,Buffalo,New York,0,
Ailanthus altissima,Colorado Springs,Colorado,0,
Ailanthus altissima,Columbus,Ohio,0,
Ailanthus altissima,Dallas,Texas,0,
Ailanthus altissima,Denver,Colorado,0,
Ailanthus altissima,Glendale,Wisconsin,0,
Ailanthus altissima,Grand Rapids,Michigan,0,
Ailanthus altissima,Houston,Texas,0,
Ailanthus altissima,Indianapolis,Indiana,0,
Ailanthus altissima,Knoxville,Tennessee,0,
Ailanthus altissima,Los Angeles,California,0,
Ailanthus altissima,Louisville,Kentucky,0,
Ailanthus altissima,Milwaukee,Wisconsin,0,
Ailanthus altissima,Nashville,Tennessee,0,
Ailanthus altissima,New Berlin,Wisconsin,0,
Ailanthus altissima,New Orleans,Louisiana,0,
Ailanthus altissima,New York,New York,0,
Ailanthus altissima,Oakland,California,0,
Ailanthus altissima,Ontario,California,0,
Ailanthus altissima,Overland Park,Kansas,0,
Ailanthus altissima,Portland,Oregon,0,
Ailanthus altissima,Providence,Rhode Island,0,
Ailanthus altissima,Richmond,Virginia,0,
Ailanthus altissima,Rochester,New York,0,
Ailanthus altissima,Sacramento,California,0,
Ailanthus altissima,San Francisco,California,0,
Ailanthus altissima,Seattle,Washington,0,
Ailanthus altissima,St. Louis,Missouri,0,
Ailanthus altissima,Stockton,California,0,
Ailanthus altissima,Washington DC,District of Columbia,0,
Ailanthus altissima,Wauwatosa,Wisconsin,0,
Ailanthus altissima,Worcester,Massachusetts,0,
Ailanthus altissimus,Las Vegas,Nevada,0,
Albizia,Anaheim,California,0,
Albizia distachya,Los Angeles,California,0,
Albizia distachya,San Francisco,California,0,
Albizia julibrissin,Anaheim,California,0,
Albizia julibrissin,Arlington,Texas,0,
Albizia julibrissin,Columbus,Ohio,0,
Albizia julibrissin,Denver,Colorado,0,
Albizia julibrissin,Durham,North Carolina,0,
Albizia julibrissin,Grand Rapids,Michigan,0,
Albizia julibrissin,Houston,Texas,0,
Albizia julibrissin,Indianapolis,Indiana,0,
Albizia julibrissin,Irvine,California,0,
Albizia julibrissin,Knoxville,Tennessee,0,
Albizia julibrissin,Las Vegas,Nevada,0,
Albizia julibrissin,Los Angeles,California,0,
Albizia julibrissin,Louisville,Kentucky,0,
Albizia julibrissin,New Orleans,Louisiana,0,
Albizia julibrissin,New York,New York,0,
Albizia julibrissin,Oakland,California,0,
Albizia julibrissin,Ontario,California,0,
Albizia julibrissin,Orlando,Florida,0,
Albizia julibrissin,Overland Park,Kansas,0,
Albizia julibrissin,Plano,Texas,0,
Albizia julibrissin,Portland,Oregon,0,
Albizia julibrissin,Rancho Cucamonga,California,0,
Albizia julibrissin,Rochester,New York,0,
Albizia julibrissin,Sacramento,California,0,
Albizia julibrissin,San Diego,California,0,
Albizia julibrissin,San Francisco,California,0,
Albizia julibrissin,Seattle,Washington,0,
Albizia julibrissin,St. Louis,Missouri,0,
Albizia julibrissin,Stockton,California,0,
Albizia julibrissin,Washington DC,District of Columbia,0,
Albizia lebbeck,Los Angeles,California,0,
Albizia lophantha,Los Angeles,California,0,
Alectryon excelsus,Los Angeles,California,0,
Alnus,Bondurant,Iowa,0,
Alnus,Colorado Springs,Colorado,0,
Alnus,Cudahy,Wisconsin,0,
Alnus,Denver,Colorado,0,
Alnus,Franklin,Wisconsin,0,
Alnus,Milo,Iowa,0,
Alnus,Milwaukee,Wisconsin,0,
Alnus,Minneapolis,Minnesota,0,
Alnus,New Berlin,Wisconsin,0,
Alnus,Newton,Iowa,0,
Alnus,Oakland,California,0,
Alnus,Portland,Oregon,0,
Alnus,Providence,Rhode Island,0,
Alnus,Rochester,New York,0,
Alnus cordata,Anaheim,California,0,
Alnus cordata,Columbus,Ohio,0,
Alnus cordata,Greensboro,North Carolina,0,
Alnus cordata,Irvine,California,0,
Alnus cordata,Los Angeles,California,0,
Alnus cordata,Rochester,New York,0,
Alnus cordata,San Francisco,California,0,
Alnus cordata,Stockton,California,0,
Alnus glutinosa,Buffalo,New York,0,
Alnus glutinosa,Denver,Colorado,0,
Alnus glutinosa,Indianapolis,Indiana,0,
Alnus glutinosa,Los Angeles,California,0,
Alnus glutinosa,Minneapolis,Minnesota,0,
Alnus glutinosa,New York,New York,0,
Alnus glutinosa,Seattle,Washington,0,
Alnus glutinosa,St. Louis,Missouri,0,
Alnus glutinosa,Washington DC,District of Columbia,0,
Alnus hirsuta,Aurora,Colorado,0,
Alnus hirsuta,Minneapolis,Minnesota,0,
Alnus incana,Denver,Colorado,0,
Alnus incana,Louisville,Kentucky,0,
Alnus japonica,Columbus,Ohio,0,
Alnus oregona,Los Angeles,California,0,
Alnus rhombifolia,Anaheim,California,0,
Alnus rhombifolia,Fresno,California,0,
Alnus rhombifolia,Irvine,California,0,
Alnus rhombifolia,Los Angeles,California,0,
Alnus rhombifolia,New Orleans,Louisiana,0,
Alnus rhombifolia,Oakland,California,0,
Alnus rhombifolia,Ontario,California,0,
Alnus rhombifolia,Rancho Cucamonga,California,0,
Alnus rhombifolia,Sacramento,California,0,
Alnus rhombifolia,San Diego,California,0,
Alnus rhombifolia,San Francisco,California,0,
Alnus rhombifolia,Stockton,California,0,
Alnus rubra,Denver,Colorado,0,
Alnus rubra,Seattle,Washington,0,
Alnus serrulata,St. Louis,Missouri,0,
Alnus tenuifolia,Denver,Colorado,0,
Aloe,Miami,Florida,0,
Aloe arborescens,Los Angeles,California,0,
Aloe barberae,San Francisco,California,0,
Althaea officinalis,Arlington,Texas,0,
Amelanchier,Buffalo,New York,0,
Amelanchier,Colorado Springs,Colorado,0,
Amelanchier,Columbus,Ohio,0,
Amelanchier,Denver,Colorado,0,
Amelanchier,Detroit,Michigan,0,
Amelanchier,Durham,North Carolina,0,
Amelanchier,Knoxville,Tennessee,0,
Amelanchier,Madison,Wisconsin,0,
Amelanchier,Milwaukee,Wisconsin,0,
Amelanchier,Nashville,Tennessee,0,
Amelanchier,New Berlin,Wisconsin,0,
Amelanchier,New York,New York,0,
Amelanchier,Overland Park,Kansas,0,
Amelanchier,Portland,Oregon,0,
Amelanchier,Rochester,New York,0,
Amelanchier,Seattle,Washington,0,
Amelanchier,St. Louis,Missouri,0,
Amelanchier,Washington DC,District of Columbia,0,
Amelanchier,Watertown,Wisconsin,0,
Amelanchier,Wauwatosa,Wisconsin,0,
Amelanchier,West Milwaukee,Wisconsin,0,
Amelanchier,Worcester,Massachusetts,0,
Amelanchier alnifolia,Seattle,Washington,0,
Amelanchier arborea,Atlanta,Georgia,0,
Amelanchier arborea,AvondaleEstates,Georgia,0,
Amelanchier arborea,Brookhaven,Georgia,0,
Amelanchier arborea,Chamblee,Georgia,0,
Amelanchier arborea,Decatur,Georgia,0,
Amelanchier arborea,Dunwoody,Georgia,0,
Amelanchier arborea,Durham,North Carolina,0,
Amelanchier arborea,Grand Rapids,Michigan,0,
Amelanchier arborea,Greensboro,North Carolina,0,
Amelanchier arborea,Jersey City,New Jersey,0,
Amelanchier arborea,Richmond,Virginia,0,
Amelanchier arborea,Seattle,Washington,0,
Amelanchier arborea,St. Louis,Missouri,0,
Amelanchier arborea,Unincorporated,Georgia,0,
Amelanchier arborea,Washington DC,District of Columbia,0,
Amelanchier canadensis,Atlanta,Georgia,0,
Amelanchier canadensis,Aurora,Colorado,0,
Amelanchier canadensis,Columbus,Ohio,0,
Amelanchier canadensis,Denver,Colorado,0,
Amelanchier canadensis,Detroit,Michigan,0,
Amelanchier canadensis,Grand Rapids,Michigan,0,
Amelanchier canadensis,Indianapolis,Indiana,0,
Amelanchier canadensis,Jersey City,New Jersey,0,
Amelanchier canadensis,Louisville,Kentucky,0,
Amelanchier canadensis,Minneapolis,Minnesota,0,
Amelanchier canadensis,Providence,Rhode Island,0,
Amelanchier canadensis,Rochester,New York,0,
Amelanchier canadensis,St. Louis,Missouri,0,
Amelanchier canadensis,Washington DC,District of Columbia,0,
Amelanchier grandiflora,Atlanta,Georgia,0,
Amelanchier grandiflora,Aurora,Colorado,0,
Amelanchier grandiflora,AvondaleEstates,Georgia,0,
Amelanchier grandiflora,Buffalo,New York,0,
Amelanchier grandiflora,CandlerMcAfee,Georgia,0,
Amelanchier grandiflora,CollegePark,Georgia,0,
Amelanchier grandiflora,Columbus,Ohio,0,
Amelanchier grandiflora,Decatur,Georgia,0,
Amelanchier grandiflora,Denver,Colorado,0,
Amelanchier grandiflora,Dunwoody,Georgia,0,
Amelanchier grandiflora,EastPoint,Georgia,0,
Amelanchier grandiflora,Grand Rapids,Michigan,0,
Amelanchier grandiflora,Hapeville,Georgia,0,
Amelanchier grandiflora,Indianapolis,Indiana,0,
Amelanchier grandiflora,Louisville,Kentucky,0,
Amelanchier grandiflora,Rochester,New York,0,
Amelanchier grandiflora,Seattle,Washington,0,
Amelanchier grandiflora,St. Louis,Missouri,0,
Amelanchier humilis,Greensboro,North Carolina,0,
Amelanchier laevis,Atlanta,Georgia,0,
Amelanchier laevis,AvondaleEstates,Georgia,0,
Amelanchier laevis,Buffalo,New York,0,
Amelanchier laevis,Chamblee,Georgia,0,
Amelanchier laevis,Columbus,Ohio,0,
Amelanchier laevis,Decatur,Georgia,0,
Amelanchier laevis,Detroit,Michigan,0,
Amelanchier laevis,EastPoint,Georgia,0,
Amelanchier laevis,Grand Rapids,Michigan,0,
Amelanchier laevis,Jersey City,New Jersey,0,
Amelanchier laevis,Las Vegas,Nevada,0,
Amelanchier laevis,Louisville,Kentucky,0,
Amelanchier laevis,Seattle,Washington,0,
Amelanchier laevis,St. Louis,Missouri,0,
Amelanchier laevis,Washington DC,District of Columbia,0,
Amorpha fruticosa,Arlington,Texas,0,
Angophora,San Francisco,California,0,
Angophora hispida,New Orleans,Louisiana,0,
Angophora lanceolata,Los Angeles,California,0,
Angophora melanoxylon,New Orleans,Louisiana,0,
Annona cherimola,Anaheim,California,0,
Annona cherimola,Los Angeles,California,0,
Annona cherimola,Miami,Florida,0,
Annona glabra,Cape Coral,Florida,0,
Annona reticulata,Miami,Florida,0,
Annona squamosa,Miami,Florida,0,
Aralia,Houston,Texas,0,
Aralia,Portland,Oregon,0,
Aralia chinensis,Seattle,Washington,0,
Aralia elata,Seattle,Washington,0,
Aralia spinosa,Atlanta,Georgia,0,
Aralia spinosa,Greensboro,North Carolina,0,
Aralia spinosa,Indianapolis,Indiana,0,
Araucaria,Los Angeles,California,0,
Araucaria,Oakland,California,0,
Araucaria angustifolia,Los Angeles,California,0,
Araucaria araucana,Houston,Texas,0,
Araucaria araucana,Los Angeles,California,0,
Araucaria araucana,Portland,Oregon,0,
Araucaria araucana,San Francisco,California,0,
Araucaria araucana,Seattle,Washington,0,
Araucaria araucana,Stockton,California,0,
Araucaria bidwillii,Anaheim,California,0,
Araucaria bidwillii,Los Angeles,California,0,
Araucaria bidwillii,Ontario,California,0,
Araucaria bidwillii,Stockton,California,0,
Araucaria columnaris,Anaheim,California,0,
Araucaria columnaris,Los Angeles,California,0,
Araucaria columnaris,New Orleans,Louisiana,0,
Araucaria columnaris,Ontario,California,0,
Araucaria columnaris,San Francisco,California,0,
Araucaria cunninghamii,Los Angeles,California,0,
Araucaria excelsa,Los Angeles,California,0,
Araucaria heterophylla,Anaheim,California,0,
Araucaria heterophylla,Cape Coral,Florida,0,
Araucaria heterophylla,Houston,Texas,0,
Araucaria heterophylla,Irvine,California,0,
Araucaria heterophylla,Los Angeles,California,0,
Araucaria heterophylla,Miami,Florida,0,
Araucaria heterophylla,Ontario,California,0,
Araucaria heterophylla,Orlando,Florida,0,
Araucaria heterophylla,Rancho Cucamonga,California,0,
Araucaria heterophylla,San Diego,California,0,
Araucaria heterophylla,San Francisco,California,0,
Araucaria heterophylla,St. Louis,Missouri,0,
Araucaria heterophylla,Stockton,California,0,
Arbutus,Portland,Oregon,0,
Arbutus,San Francisco,California,0,
Arbutus L.,Oakland,California,0,
Arbutus L.,Ontario,California,0,
Arbutus L.,Stockton,California,0,
Arbutus menziesii,Los Angeles,California,0,
Arbutus menziesii,Portland,Oregon,0,
Arbutus menziesii,San Diego,California,0,
Arbutus menziesii,San Francisco,California,0,
Arbutus menziesii,Seattle,Washington,0,
Arbutus unedo,Anaheim,California,0,
Arbutus unedo,Irvine,California,0,
Arbutus unedo,Los Angeles,California,0,
Arbutus unedo,New Orleans,Louisiana,0,
Arbutus unedo,Ontario,California,0,
Arbutus unedo,Rancho Cucamonga,California,0,
Arbutus unedo,San Francisco,California,0,
Arbutus unedo,Seattle,Washington,0,
Arbutus unedo,Stockton,California,0,
Archontophoenix,Los Angeles,California,0,
Archontophoenix alexandrae,New Orleans,Louisiana,0,
Archontophoenix cunninghamiana,Anaheim,California,0,
Archontophoenix cunninghamiana,Irvine,California,0,
Archontophoenix cunninghamiana,Ontario,California,0,
Archontophoenix cunninghamiana,Orlando,Florida,0,
Archontophoenix cunninghamiana,Rancho Cucamonga,California,0,
Archontophoenix cunninghamiana,San Diego,California,0,
Archontophoenix cunninghamiana,San Francisco,California,0,
Archontophoenix cunninghamiana,Stockton,California,0,
Archontophoenix myolensis,San Francisco,California,0,
Arctostaphylos manzanita,Los Angeles,California,0,
Arctostaphylos manzanita,San Francisco,California,0,
Arctostaphylos manzanita,Seattle,Washington,0,
Arecaceae,Rancho Cucamonga,California,0,
Arecastrum romanzoffianum,Irvine,California,0,
Arecastrum romanzoffianum,Los Angeles,California,0,
Arecastrum romanzoffianum,San Francisco,California,0,
Aronia Medik.,Atlanta,Georgia,0,
Aronia arbutifolia,Greensboro,North Carolina,0,
Aronia arbutifolia,Rancho Cucamonga,California,0,
Aronia prunifolia,Greensboro,North Carolina,0,
Asimina triloba,Atlanta,Georgia,0,
Asimina triloba,Columbus,Ohio,0,
Asimina triloba,Decatur,Georgia,0,
Asimina triloba,Dunwoody,Georgia,0,
Asimina triloba,Durham,North Carolina,0,
Asimina triloba,Indianapolis,Indiana,0,
Asimina triloba,Louisville,Kentucky,0,
Asimina triloba,New Orleans,Louisiana,0,
Asimina triloba,Portland,Oregon,0,
Asimina triloba,SandySprings,Georgia,0,
Asimina triloba,Seattle,Washington,0,
Asimina triloba,St. Louis,Missouri,0,
Athrotaxis laxifolia,Portland,Oregon,0,
Aucuba japonica,Greensboro,North Carolina,0,
Auranticarpa rhombifolia,Anaheim,California,0,
Auranticarpa rhombifolia,San Francisco,California,0,
Averrhoa carambola,New Orleans,Louisiana,0,
Averrhoa carambola,Orlando,Florida,0,
Azadirachta indica,New Orleans,Louisiana,0,
Azara,Portland,Oregon,0,
Azara microphylla,San Francisco,California,0,
Azara microphylla,Seattle,Washington,0,
Baccharis halimifolia,New Orleans,Louisiana,0,
Baccharis pilularis,Los Angeles,California,0,
Bambusa,New Orleans,Louisiana,0,
Bambusa,San Francisco,California,0,
Banksia integrifolia,San Francisco,California,0,
Bauhania,Houston,Texas,0,
Bauhinia,Anaheim,California,0,
Bauhinia,Cape Coral,Florida,0,
Bauhinia,Houston,Texas,0,
Bauhinia,Miami,Florida,0,
Bauhinia,Oakland,California,0,
Bauhinia,Rancho Cucamonga,California,0,
Bauhinia,Stockton,California,0,
Bauhinia blakeana,Anaheim,California,0,
Bauhinia blakeana,Los Angeles,California,0,
Bauhinia blakeana,Miami,Florida,0,
Bauhinia blakeana,Ontario,California,0,
Bauhinia blakeana,Rancho Cucamonga,California,0,
Bauhinia blakeana,San Diego,California,0,
Bauhinia forficata,Anaheim,California,0,
Bauhinia forficata,Los Angeles,California,0,
Bauhinia purpurea,Los Angeles,California,0,
Bauhinia purpurea,San Diego,California,0,
Bauhinia variegata,Anaheim,California,0,
Bauhinia variegata,Irvine,California,0,
Bauhinia variegata,Los Angeles,California,0,
Bauhinia variegata,New Orleans,Louisiana,0,
Bauhinia variegata,Ontario,California,0,
Bauhinia variegata,Orlando,Florida,0,
Bauhinia variegata,San Diego,California,0,
Bauhinia variegata,Stockton,California,0,
Beaucarnea recurvata,Cape Coral,Florida,0,
Beaucarnea recurvata,Los Angeles,California,0,
Beaucarnea recurvata,Miami,Florida,0,
Beaucarnea recurvata,Ontario,California,0,
Beaucarnea recurvata,San Francisco,California,0,
Beaucarnea stricta,Ontario,California,0,
Benjamina,Rancho Cucamonga,California,0,
Berberis,Overland Park,Kansas,0,
Berberis julianae,Greensboro,North Carolina,0,
Betula,Adair,Iowa,0,
Betula,Anaheim,California,0,
Betula,Atlanta,Georgia,0,
Betula,Aurora,Colorado,0,
Betula,Buffalo,New York,0,
Betula,Colorado Springs,Colorado,0,
Betula,Denver,Colorado,0,
Betula,Granger,Iowa,0,
Betula,Indianapolis,Indiana,0,
Betula,Irvine,California,0,
Betula,Madison,Wisconsin,0,
Betula,Milo,Iowa,0,
Betula,Milwaukee,Wisconsin,0,
Betula,Minneapolis,Minnesota,0,
Betula,Monroe,Iowa,0,
Betula,New Berlin,Wisconsin,0,
Betula,Newton,Iowa,0,
Betula,Oakland,California,0,
